ID,Nombre Español,Nombre Ingles,WORLD_SN,"WORLDM_Country,Other",ECDC_SN,ECDC_countriesAndTerritories,OURWOR_SN,OURWORLD_Entity,JHONH_SN,JHONH_Country/Region,Early_SN,Early_COUNTRY,Tipo,Nombre común,"Estado
(forma oficial)",Forma de gobierno,Capital,Continente,Mapa Google,Wikipedia,MapUbicaciónWIKI,Noticias BING,Videos BING
148,Ruanda,Rwanda,S,Rwanda,S,Rwanda,N,Rwanda,S,Rwanda,N,Rwanda,Estado Soberanos,Ruanda,República de Ruanda,República presidencialista,Kigali,África,https://www.google.com/maps/place/Ruanda,https://es.wikipedia.org/wiki/Ruanda,https://commons.wikimedia.org/wiki/File:Rwanda_in_its_region.svg#/media/File:Rwanda_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Rwanda&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Rwanda&FORM=HDRSC4
149,Rumania / Rumanía,Romania,S,Romania,S,Romania,S,Russia,S,Romania,S,Romania,Estado Soberanos,Rumania / Rumanía,Rumania,República semipresidencialista,Bucarest,Europa,https://www.google.com/maps/place/Rumania / Rumanía,https://es.wikipedia.org/wiki/Rumania / Rumanía,https://commons.wikimedia.org/wiki/File:Romania_in_its_region.svg#/media/File:Romania_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Romania&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Romania&FORM=HDRSC4
150,Rusia,Russia,S,Russia,S,Russia,S,Rwanda,S,Russia,S,Russian Federation,Estado Soberanos,Rusia,Federación de Rusia,República semipresidencialista,Moscú,Europa-Asia,https://www.google.com/maps/place/Rusia,https://es.wikipedia.org/wiki/Rusia,https://commons.wikimedia.org/wiki/File:Russia_in_its_region.svg#/media/File:Russia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Russia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Russia&FORM=HDRSC4
151,Islas Salomón,Solomon Islands,N,Solomon Islands,N,Solomon Islands,N,Solomon Islands,N,Solomon Islands,N,Solomon Islands,Estado Soberanos,Islas Salomón,Islas Salomón,Monarquía constitucional,Honiara,Oceanía,https://www.google.com/maps/place/Islas Salomón,https://es.wikipedia.org/wiki/Islas Salomón,https://commons.wikimedia.org/wiki/File:Solomon Islands_in_its_region.svg#/media/File:Solomon Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Solomon Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Solomon Islands&FORM=HDRSC4
152,Samoa,Samoa,N,Samoa,N,Samoa,N,Samoa,N,Samoa,N,Samoa,Estado Soberanos,Samoa,Estado Independiente de Samoa,Democracia parlamentaria,Apia,Oceanía,https://www.google.com/maps/place/Samoa,https://es.wikipedia.org/wiki/Samoa,https://commons.wikimedia.org/wiki/File:Samoa_in_its_region.svg#/media/File:Samoa_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Samoa&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Samoa&FORM=HDRSC4
153,San Cristóbal y Nieves,Saint Kitts and Nevis,S,Saint Kitts and Nevis,S,Saint_Kitts_and_Nevis,S,Saint Kitts and Nevis,S,Saint Kitts and Nevis,N,Saint Kitts and Nevis,Estado Soberanos,San Cristóbal y Nieves,Federación de San Cristóbal y Nieves,Monarquía constitucional,Basseterre,América,https://www.google.com/maps/place/San Cristóbal y Nieves,https://es.wikipedia.org/wiki/San Cristóbal y Nieves,https://commons.wikimedia.org/wiki/File:Saint Kitts and Nevis_in_its_region.svg#/media/File:Saint Kitts and Nevis_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Kitts and Nevis&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Kitts and Nevis&FORM=HDRSC4
154,San Marino,San Marino,S,San Marino,S,San_Marino,S,San Marino,S,San Marino,N,San Marino,Estado Soberanos,San Marino,Serenísima República de San Marino,República parlamentaria,Ciudad de San Marino,Europa,https://www.google.com/maps/place/San Marino,https://es.wikipedia.org/wiki/San Marino,https://commons.wikimedia.org/wiki/File:San Marino_in_its_region.svg#/media/File:San Marino_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +San Marino&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +San Marino&FORM=HDRSC4
155,San Vicente y las Granadinas,Saint Vincent and the Grenadines,S,St. Vincent Grenadines,S,Saint_Vincent_and_the_Grenadines,S,Saint Vincent and the Grenadines,S,Saint Vincent and the Grenadines,N,Saint Vincent and the Grenadines,Estado Soberanos,San Vicente y las Granadinas,San Vicente y las Granadinas,Monarquía constitucional,Kingstown,América,https://www.google.com/maps/place/San Vicente y las Granadinas,https://es.wikipedia.org/wiki/San Vicente y las Granadinas,https://commons.wikimedia.org/wiki/File:Saint Vincent and the Grenadines_in_its_region.svg#/media/File:Saint Vincent and the Grenadines_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Vincent and the Grenadines&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Vincent and the Grenadines&FORM=HDRSC4
156,Santa Lucía,Saint Lucia,S,Saint Lucia,S,Saint_Lucia,S,Saint Lucia,S,Saint Lucia,N,Saint Lucia,Estado Soberanos,Santa Lucía,Santa Lucía,Monarquía constitucional,Castries,América,https://www.google.com/maps/place/Santa Lucía,https://es.wikipedia.org/wiki/Santa Lucía,https://commons.wikimedia.org/wiki/File:Saint Lucia_in_its_region.svg#/media/File:Saint Lucia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Lucia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Lucia&FORM=HDRSC4
157,Santo Tomé y Príncipe,São Tomé and Príncipe,N,São Tomé and Príncipe,N,São Tomé and Príncipe,N,São Tomé and Príncipe,N,São Tomé and Príncipe,N,São Tomé and Príncipe,Estado Soberanos,Santo Tomé y Príncipe,República Democrática de Santo Tomé y Príncipe,República semipresidencialista,Santo Tomé,África,https://www.google.com/maps/place/Santo Tomé y Príncipe,https://es.wikipedia.org/wiki/Santo Tomé y Príncipe,https://commons.wikimedia.org/wiki/File:São Tomé and Príncipe_in_its_region.svg#/media/File:São Tomé and Príncipe_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +São Tomé and Príncipe&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +São Tomé and Príncipe&FORM=HDRSC4
158,Senegal,Senegal,S,Senegal,S,Senegal,S,Senegal,S,Senegal,S,Senegal,Estado Soberanos,Senegal,República de Senegal,República semipresidencialista,Dakar,África,https://www.google.com/maps/place/Senegal,https://es.wikipedia.org/wiki/Senegal,https://commons.wikimedia.org/wiki/File:Senegal_in_its_region.svg#/media/File:Senegal_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Senegal&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Senegal&FORM=HDRSC4
159,Serbia,Serbia,S,Serbia,S,Serbia,S,Serbia,S,Serbia,N,Serbia,Estado Soberanos,Serbia,República de Serbia,República parlamentaria,Belgrado,Europa,https://www.google.com/maps/place/Serbia,https://es.wikipedia.org/wiki/Serbia,https://commons.wikimedia.org/wiki/File:Serbia_in_its_region.svg#/media/File:Serbia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Serbia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Serbia&FORM=HDRSC4
160,Seychelles,Seychelles,S,Seychelles,S,Seychelles,S,Seychelles,S,Seychelles,N,Seychelles,Estado Soberanos,Seychelles,República de las Seychelles,República presidencialista,Victoria,África,https://www.google.com/maps/place/Seychelles,https://es.wikipedia.org/wiki/Seychelles,https://commons.wikimedia.org/wiki/File:Seychelles_in_its_region.svg#/media/File:Seychelles_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Seychelles&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Seychelles&FORM=HDRSC4
161,Sierra Leona,Sierra Leone,S,Sierra Leone,N,Sierra Leone,N,Sierra Leone,S,Sierra Leone,N,Sierra Leone,Estado Soberanos,Sierra Leona,República de Sierra Leona,República presidencialista,Freetown,África,https://www.google.com/maps/place/Sierra Leona,https://es.wikipedia.org/wiki/Sierra Leona,https://commons.wikimedia.org/wiki/File:Sierra Leone_in_its_region.svg#/media/File:Sierra Leone_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Sierra Leone&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Sierra Leone&FORM=HDRSC4
162,Singapur,Singapore,S,Singapore,S,Singapore,S,Singapore,S,Singapore,N,Singapore,Estado Soberanos,Singapur,República de Singapur,República parlamentaria,Ciudad de Singapur,Asia,https://www.google.com/maps/place/Singapur,https://es.wikipedia.org/wiki/Singapur,https://commons.wikimedia.org/wiki/File:Singapore_in_its_region.svg#/media/File:Singapore_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Singapore&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Singapore&FORM=HDRSC4
163,Siria,Syria,S,Syria,S,Syria,S,Syria,S,Syria,N,Syria,Estado Soberanos,Siria,República Árabe Siria,República semipresidencialista,Damasco,Asia,https://www.google.com/maps/place/Siria,https://es.wikipedia.org/wiki/Siria,https://commons.wikimedia.org/wiki/File:Syria_in_its_region.svg#/media/File:Syria_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Syria&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Syria&FORM=HDRSC4
164,Somalia,Somalia,S,Somalia,S,Somalia,S,Somalia,S,Somalia,N,Somalia,Estado Soberanos,Somalia,República Federal de Somalia,República parlamentaria,Mogadiscio,África,https://www.google.com/maps/place/Somalia,https://es.wikipedia.org/wiki/Somalia,https://commons.wikimedia.org/wiki/File:Somalia_in_its_region.svg#/media/File:Somalia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Somalia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Somalia&FORM=HDRSC4
165,Sri Lanka,Sri Lanka,S,Sri Lanka,S,Sri_Lanka,S,Sri Lanka,S,Sri Lanka,N,Sri Lanka,Estado Soberanos,Sri Lanka,República Democrática Socialista de Sri Lanka,República semipresidencialista,Sri Jayawardenepura / Kotte​,Asia,https://www.google.com/maps/place/Sri Lanka,https://es.wikipedia.org/wiki/Sri Lanka,https://commons.wikimedia.org/wiki/File:Sri Lanka_in_its_region.svg#/media/File:Sri Lanka_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Sri Lanka&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Sri Lanka&FORM=HDRSC4
166,Suazilandia / Esuatini,Eswatini,S,Eswatini,S,Eswatini,S,Swaziland,S,Eswatini,N,Eswatini,Estado Soberanos,Suazilandia / Esuatini,Reino de Suazilandia,Monarquía absoluta,Mbabane​,África,https://www.google.com/maps/place/Suazilandia / Esuatini,https://es.wikipedia.org/wiki/Suazilandia / Esuatini,https://commons.wikimedia.org/wiki/File:Eswatini_in_its_region.svg#/media/File:Eswatini_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Eswatini&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Eswatini&FORM=HDRSC4
167,Sudáfrica,South Africa,S,South Africa,S,South_Africa,S,South Africa,S,South Africa,S,South Africa,Estado Soberanos,Sudáfrica,República de Sudáfrica,República parlamentaria,"Pretoria (ejecutiva)
Bloemfontein (judicial)
Ciudad del Cabo(legislativa)",África,https://www.google.com/maps/place/Sudáfrica,https://es.wikipedia.org/wiki/Sudáfrica,https://commons.wikimedia.org/wiki/File:South Africa_in_its_region.svg#/media/File:South Africa_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +South Africa&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +South Africa&FORM=HDRSC4
168,Sudán,Sudan,S,Sudan,S,Sudan,S,Sudan,S,Sudan,N,Sudan,Estado Soberanos,Sudán,República del Sudán,República presidencialista (bajo junta militar),Jartum,África,https://www.google.com/maps/place/Sudán,https://es.wikipedia.org/wiki/Sudán,https://commons.wikimedia.org/wiki/File:Sudan_in_its_region.svg#/media/File:Sudan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Sudan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Sudan&FORM=HDRSC4
169,Sudán del Sur,South Sudan,N,South Sudan,S,South_Sudan,N,South Sudan,N,South Sudan,N,South Sudan,Estado Soberanos,Sudán del Sur,República de Sudán del Sur,República presidencialista,Yuba,África,https://www.google.com/maps/place/Sudán del Sur,https://es.wikipedia.org/wiki/Sudán del Sur,https://commons.wikimedia.org/wiki/File:South Sudan_in_its_region.svg#/media/File:South Sudan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +South Sudan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +South Sudan&FORM=HDRSC4
170,Suecia,Sweden,S,Sweden,S,Sweden,S,Sweden,S,Sweden,S,Sweden,Estado Soberanos,Suecia,Reino de Suecia,Monarquía parlamentaria,Estocolmo,Europa,https://www.google.com/maps/place/Suecia,https://es.wikipedia.org/wiki/Suecia,https://commons.wikimedia.org/wiki/File:Sweden_in_its_region.svg#/media/File:Sweden_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Sweden&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Sweden&FORM=HDRSC4
171,Suiza,Switzerland,S,Switzerland,S,Switzerland,S,Switzerland,S,Switzerland,S,Switzerland,Estado Soberanos,Suiza,Confederación Suiza,República parlamentaria,Berna,Europa,https://www.google.com/maps/place/Suiza,https://es.wikipedia.org/wiki/Suiza,https://commons.wikimedia.org/wiki/File:Switzerland_in_its_region.svg#/media/File:Switzerland_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Switzerland&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Switzerland&FORM=HDRSC4
172,Surinam,Suriname,S,Suriname,S,Suriname,S,Suriname,S,Suriname,N,Suriname,Estado Soberanos,Surinam,República de Surinam,República parlamentaria,Paramaribo,América,https://www.google.com/maps/place/Surinam,https://es.wikipedia.org/wiki/Surinam,https://commons.wikimedia.org/wiki/File:Suriname_in_its_region.svg#/media/File:Suriname_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Suriname&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Suriname&FORM=HDRSC4
173,Tailandia,Thailand,S,Thailand,S,Thailand,S,Thailand,S,Thailand,S,Thailand,Estado Soberanos,Tailandia,Reino de Tailandia,Monarquía constitucional,Bangkok,Asia,https://www.google.com/maps/place/Tailandia,https://es.wikipedia.org/wiki/Tailandia,https://commons.wikimedia.org/wiki/File:Thailand_in_its_region.svg#/media/File:Thailand_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Thailand&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Thailand&FORM=HDRSC4
174,Tanzania,Tanzania,S,Tanzania,S,United_Republic_of_Tanzania,S,Tanzania,S,Tanzania,S,Tanzania,Estado Soberanos,Tanzania,República Unida de Tanzania,República presidencialista,Dodoma​,África,https://www.google.com/maps/place/Tanzania,https://es.wikipedia.org/wiki/Tanzania,https://commons.wikimedia.org/wiki/File:Tanzania_in_its_region.svg#/media/File:Tanzania_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Tanzania&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Tanzania&FORM=HDRSC4
175,Tayikistán,Tajikistan,N,Tajikistan,N,Tajikistan,N,Tajikistan,N,Tajikistan,N,Tajikistan,Estado Soberanos,Tayikistán,República de Tayikistán,República presidencialista,Dusambé,Asia,https://www.google.com/maps/place/Tayikistán,https://es.wikipedia.org/wiki/Tayikistán,https://commons.wikimedia.org/wiki/File:Tajikistan_in_its_region.svg#/media/File:Tajikistan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Tajikistan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Tajikistan&FORM=HDRSC4
176,Timor Oriental,East Timor,S,Timor-Leste,S,Timor_Leste,S,Timor,S,Timor-Leste,N,East Timor,Estado Soberanos,Timor Oriental,República Democrática de Timor Oriental,República semipresidencialista,Dili,Asia,https://www.google.com/maps/place/Timor Oriental,https://es.wikipedia.org/wiki/Timor Oriental,https://commons.wikimedia.org/wiki/File:East Timor_in_its_region.svg#/media/File:East Timor_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +East Timor&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +East Timor&FORM=HDRSC4
177,Togo,Togo,S,Togo,S,Togo,S,Togo,S,Togo,S,Togo,Estado Soberanos,Togo,República Togolesa,República presidencialista,Lomé,África,https://www.google.com/maps/place/Togo,https://es.wikipedia.org/wiki/Togo,https://commons.wikimedia.org/wiki/File:Togo_in_its_region.svg#/media/File:Togo_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Togo&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Togo&FORM=HDRSC4
178,Tonga,Tonga,N,Tonga,N,Tonga,N,Tonga,N,Tonga,N,Tonga,Estado Soberanos,Tonga,Reino de Tonga,Monarquía constitucional,Nukualofa,Oceanía,https://www.google.com/maps/place/Tonga,https://es.wikipedia.org/wiki/Tonga,https://commons.wikimedia.org/wiki/File:Tonga_in_its_region.svg#/media/File:Tonga_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Tonga&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Tonga&FORM=HDRSC4
179,Trinidad y Tobago,Trinidad and Tobago,S,Trinidad and Tobago,S,Trinidad_and_Tobago,S,Trinidad and Tobago,S,Trinidad and Tobago,N,Trinidad and Tobago,Estado Soberanos,Trinidad y Tobago,República de Trinidad y Tobago,República parlamentaria,Puerto España,América,https://www.google.com/maps/place/Trinidad y Tobago,https://es.wikipedia.org/wiki/Trinidad y Tobago,https://commons.wikimedia.org/wiki/File:Trinidad and Tobago_in_its_region.svg#/media/File:Trinidad and Tobago_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Trinidad and Tobago&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Trinidad and Tobago&FORM=HDRSC4
180,Túnez,Tunisia,S,Tunisia,S,Tunisia,S,Tunisia,S,Tunisia,N,Tunisia,Estado Soberanos,Túnez,República Tunecina,República semipresidencialista,Ciudad de Túnez,África,https://www.google.com/maps/place/Túnez,https://es.wikipedia.org/wiki/Túnez,https://commons.wikimedia.org/wiki/File:Tunisia_in_its_region.svg#/media/File:Tunisia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Tunisia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Tunisia&FORM=HDRSC4
181,Turkmenistán,Turkmenistan,N,Turkmenistan,N,Turkmenistan,N,Turkmenistan,N,Turkmenistan,N,Turkmenistan,Estado Soberanos,Turkmenistán,Turkmenistán,República presidencialista,Asjabad,Asia,https://www.google.com/maps/place/Turkmenistán,https://es.wikipedia.org/wiki/Turkmenistán,https://commons.wikimedia.org/wiki/File:Turkmenistan_in_its_region.svg#/media/File:Turkmenistan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Turkmenistan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Turkmenistan&FORM=HDRSC4
182,Turquía,Turkey,S,Turkey,S,Turkey,S,Turkey,S,Turkey,S,Turkey,Estado Soberanos,Turquía,República de Turquía,República parlamentaria,Ankara,Europa-Asia,https://www.google.com/maps/place/Turquía,https://es.wikipedia.org/wiki/Turquía,https://commons.wikimedia.org/wiki/File:Turkey_in_its_region.svg#/media/File:Turkey_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Turkey&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Turkey&FORM=HDRSC4
183,Tuvalu,Tuvalu,N,Tuvalu,N,Tuvalu,N,Tuvalu,N,Tuvalu,N,Tuvalu,Estado Soberanos,Tuvalu,Tuvalu,Monarquía constitucional,Funafuti,Oceanía,https://www.google.com/maps/place/Tuvalu,https://es.wikipedia.org/wiki/Tuvalu,https://commons.wikimedia.org/wiki/File:Tuvalu_in_its_region.svg#/media/File:Tuvalu_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Tuvalu&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Tuvalu&FORM=HDRSC4
184,Ucrania,Ukraine,S,Ukraine,S,Ukraine,S,Ukraine,S,Ukraine,S,Ukraine,Estado Soberanos,Ucrania,Ucrania,República semipresidencialista,Kiev,Europa,https://www.google.com/maps/place/Ucrania,https://es.wikipedia.org/wiki/Ucrania,https://commons.wikimedia.org/wiki/File:Ukraine_in_its_region.svg#/media/File:Ukraine_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Ukraine&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Ukraine&FORM=HDRSC4
185,Uganda,Uganda,S,Uganda,S,Uganda,S,Uganda,S,Uganda,S,Uganda,Estado Soberanos,Uganda,República de Uganda,República presidencialista,Kampala,África,https://www.google.com/maps/place/Uganda,https://es.wikipedia.org/wiki/Uganda,https://commons.wikimedia.org/wiki/File:Uganda_in_its_region.svg#/media/File:Uganda_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Uganda&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Uganda&FORM=HDRSC4
186,Uruguay,Uruguay,S,Uruguay,S,Uruguay,S,Uruguay,S,Uruguay,S,Uruguay,Estado Soberanos,Uruguay,República Oriental del Uruguay,República presidencialista,Montevideo,América,https://www.google.com/maps/place/Uruguay,https://es.wikipedia.org/wiki/Uruguay,https://commons.wikimedia.org/wiki/File:Uruguay_in_its_region.svg#/media/File:Uruguay_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Uruguay&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Uruguay&FORM=HDRSC4
187,Uzbekistán,Uzbekistan,S,Uzbekistan,S,Uzbekistan,S,Uzbekistan,S,Uzbekistan,N,Uzbekistan,Estado Soberanos,Uzbekistán,República de Uzbekistán,República presidencialista,Taskent,Asia,https://www.google.com/maps/place/Uzbekistán,https://es.wikipedia.org/wiki/Uzbekistán,https://commons.wikimedia.org/wiki/File:Uzbekistan_in_its_region.svg#/media/File:Uzbekistan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Uzbekistan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Uzbekistan&FORM=HDRSC4
188,Vanuatu,Vanuatu,N,Vanuatu,N,Vanuatu,N,Vanuatu,N,Vanuatu,N,Vanuatu,Estado Soberanos,Vanuatu,República de Vanuatu,República parlamentaria,Port Vila,Oceanía,https://www.google.com/maps/place/Vanuatu,https://es.wikipedia.org/wiki/Vanuatu,https://commons.wikimedia.org/wiki/File:Vanuatu_in_its_region.svg#/media/File:Vanuatu_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Vanuatu&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Vanuatu&FORM=HDRSC4
189,Ciudad del Vaticano,Vatican City,S,Vatican City,S,Holy_See,S,Vatican,S,Holy See,N,Vatican City,Estado Soberanos,Ciudad del Vaticano,Estado de la Ciudad del Vaticano,Monarquía absoluta,Ciudad del Vaticano,Europa,https://www.google.com/maps/place/Ciudad del Vaticano,https://es.wikipedia.org/wiki/Ciudad del Vaticano,https://commons.wikimedia.org/wiki/File:Vatican City_in_its_region.svg#/media/File:Vatican City_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Vatican City&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Vatican City&FORM=HDRSC4
190,Venezuela,Venezuela,S,Venezuela,S,Venezuela,S,Venezuela,S,Venezuela,S,Venezuela,Estado Soberanos,Venezuela,República Bolivariana de Venezuela,República presidencialista,Caracas,América,https://www.google.com/maps/place/Venezuela,https://es.wikipedia.org/wiki/Venezuela,https://commons.wikimedia.org/wiki/File:Venezuela_in_its_region.svg#/media/File:Venezuela_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Venezuela&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Venezuela&FORM=HDRSC4
191,Vietnam,Vietnam,S,Vietnam,S,Vietnam,S,Vietnam,S,Vietnam,N,Vietnam,Estado Soberanos,Vietnam,República Socialista de Vietnam,Estado socialista unipartidista,Hanói,Asia,https://www.google.com/maps/place/Vietnam,https://es.wikipedia.org/wiki/Vietnam,https://commons.wikimedia.org/wiki/File:Vietnam_in_its_region.svg#/media/File:Vietnam_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Vietnam&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Vietnam&FORM=HDRSC4
192,Yemen,Yemen,N,Yemen,N,Yemen,N,Yemen,N,Yemen,N,Yemen,Estado Soberanos,Yemen,República de Yemen,República presidencialista (Gobierno provisional),Saná,Asia,https://www.google.com/maps/place/Yemen,https://es.wikipedia.org/wiki/Yemen,https://commons.wikimedia.org/wiki/File:Yemen_in_its_region.svg#/media/File:Yemen_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Yemen&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Yemen&FORM=HDRSC4
193,Yibuti,Djibouti,S,Djibouti,S,Djibouti,S,Djibouti,S,Djibouti,S,Djibouti,Estado Soberanos,Yibuti,República de Yibuti,República presidencial,Ciudad de Yibuti,África,https://www.google.com/maps/place/Yibuti,https://es.wikipedia.org/wiki/Yibuti,https://commons.wikimedia.org/wiki/File:Djibouti_in_its_region.svg#/media/File:Djibouti_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Djibouti&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Djibouti&FORM=HDRSC4
194,Zambia,Zambia,S,Zambia,S,Zambia,S,Zambia,S,Zambia,S,Zambia,Estado Soberanos,Zambia,República de Zambia,República presidencial,Lusaka,África,https://www.google.com/maps/place/Zambia,https://es.wikipedia.org/wiki/Zambia,https://commons.wikimedia.org/wiki/File:Zambia_in_its_region.svg#/media/File:Zambia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Zambia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Zambia&FORM=HDRSC4
