ID,Nombre Español,Nombre Ingles,"WORLDM_Country,Other",ECDC_countriesAndTerritories,OURWORLD_Entity,JHONH_Country/Region,Early_COUNTRY,Tipo,Nombre común,"Estado
(forma oficial)",Forma de gobierno,Capital,Continente,Mapa Google,Wikipedia,MapUbicaciónWIKI,Noticias BING,Videos BING,deaths,casesECDC,deathsECDC,confirmadoOURWORLD,muertosOURWORLD,confirmadoJHON,muertosJHON,recuperadosJHON,activosJHON,confirmadoEarly,muertosEarly
131,Nicaragua,Nicaragua,Nicaragua,Nicaragua,Nicaragua,Nicaragua,Nicaragua,Estado Soberanos,Nicaragua,República de Nicaragua,República presidencialista,Managua,América,https://www.google.com/maps/place/Nicaragua,https://es.wikipedia.org/wiki/Nicaragua,https://commons.wikimedia.org/wiki/File:Nicaragua_in_its_region.svg#/media/File:Nicaragua_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Nicaragua&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Nicaragua&FORM=HDRSC4,2.0,4.0,2.0,5.0,1.0,5.0,1.0,0.0,4.0,5.0,0.0
132,Níger,Niger,Niger,Niger,Niger,Niger,Niger,Estado Soberanos,Níger,República del Níger,República semipresidencialista,Niamey,África,https://www.google.com/maps/place/Níger,https://es.wikipedia.org/wiki/Níger,https://commons.wikimedia.org/wiki/File:Niger_in_its_region.svg#/media/File:Niger_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Niger&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Niger&FORM=HDRSC4,3.0,20.0,3.0,74.0,5.0,98.0,5.0,0.0,93.0,74.0,3.0
133,Nigeria,Nigeria,Nigeria,Nigeria,Nigeria,Nigeria,Nigeria,Estado Soberanos,Nigeria,República Federal de Nigeria,República presidencialista,Abuya,África,https://www.google.com/maps/place/Nigeria,https://es.wikipedia.org/wiki/Nigeria,https://commons.wikimedia.org/wiki/File:Nigeria_in_its_region.svg#/media/File:Nigeria_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Nigeria&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Nigeria&FORM=HDRSC4,2.0,131.0,2.0,174.0,2.0,184.0,2.0,20.0,162.0,174.0,2.0
134,Noruega,Norway,Norway,Norway,Norway,Norway,Norway,Estado Soberanos,Noruega,Reino de Noruega,Monarquía parlamentaria,Oslo,Europa,https://www.google.com/maps/place/Noruega,https://es.wikipedia.org/wiki/Noruega,https://commons.wikimedia.org/wiki/File:Norway_in_its_region.svg#/media/File:Norway_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Norway&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Norway&FORM=HDRSC4,26.0,4226.0,26.0,4935.0,42.0,5147.0,50.0,32.0,5065.0,5128.0,46.0
135,Nueva Zelanda / Nueva Zelandia,New Zealand,New Zealand,New_Zealand,New Zealand,New Zealand,New Zealand,Estado Soberanos,Nueva Zelanda / Nueva Zelandia,Nueva Zelanda,Monarquía constitucional,Wellington,Oceanía,https://www.google.com/maps/place/Nueva Zelanda / Nueva Zelandia,https://es.wikipedia.org/wiki/Nueva Zelanda / Nueva Zelandia,https://commons.wikimedia.org/wiki/File:New Zealand_in_its_region.svg#/media/File:New Zealand_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +New Zealand&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +New Zealand&FORM=HDRSC4,1.0,647.0,1.0,772.0,1.0,797.0,1.0,92.0,704.0,797.0,1.0
136,Omán,Oman,Oman,Oman,Oman,Oman,Oman,Estado Soberanos,Omán,Sultanato de Omán,Monarquía absoluta,Mascate,Asia,https://www.google.com/maps/place/Omán,https://es.wikipedia.org/wiki/Omán,https://commons.wikimedia.org/wiki/File:Oman_in_its_region.svg#/media/File:Oman_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Oman&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Oman&FORM=HDRSC4,0.0,179.0,0.0,231.0,1.0,231.0,1.0,57.0,173.0,231.0,1.0
137,Países Bajos,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,País constituyente Autónomo,Países Bajos,Reino de los Países Bajos,Monarquía parlamentaria,Ámsterdam​,Europa,https://www.google.com/maps/place/Países Bajos,https://es.wikipedia.org/wiki/Países Bajos,https://commons.wikimedia.org/wiki/File:Netherlands_in_its_region.svg#/media/File:Netherlands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Netherlands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Netherlands&FORM=HDRSC4,864.0,11750.0,864.0,14697.0,1339.0,14788.0,1341.0,260.0,13187.0,14697.0,1337.0
138,Pakistán,Pakistan,Pakistan,Pakistan,Pakistan,Pakistan,Pakistan,Estado Soberanos,Pakistán,República Islámica de Pakistán,República islámica parlamentaria,Islamabad,Asia,https://www.google.com/maps/place/Pakistán,https://es.wikipedia.org/wiki/Pakistán,https://commons.wikimedia.org/wiki/File:Pakistan_in_its_region.svg#/media/File:Pakistan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Pakistan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Pakistan&FORM=HDRSC4,18.0,1625.0,18.0,2291.0,31.0,2421.0,34.0,125.0,2262.0,2291.0,31.0
139,Palaos,Palau,Palau,Palau,Palau,Palau,Palau,Estado Soberanos,Palaos,República de Palaos,República presidencialista,Ngerulmud,Oceanía,https://www.google.com/maps/place/Palaos,https://es.wikipedia.org/wiki/Palaos,https://commons.wikimedia.org/wiki/File:Palau_in_its_region.svg#/media/File:Palau_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Palau&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Palau&FORM=HDRSC4,,,,,,,,,,0.0,0.0
140,Palestina,Palestine,Palestine,Palestine,Palestine,West Bank and Gaza,Palestinian Territory,Estado Soberanos,Palestina,Estado de Palestina,República semipresidencialista,"oficial: Jerusalén Este​​
de facto: Ramala​",Asia,https://www.google.com/maps/place/Palestina,https://es.wikipedia.org/wiki/Palestina,https://commons.wikimedia.org/wiki/File:Palestine_in_its_region.svg#/media/File:Palestine_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Palestine&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Palestine&FORM=HDRSC4,1.0,115.0,1.0,155.0,1.0,161.0,1.0,18.0,142.0,169.0,1.0
141,Panamá,Panama,Panama,Panama,Panama,Panama,Panama,Estado Soberanos,Panamá,República de Panamá,República presidencialista,Ciudad de Panamá,América,https://www.google.com/maps/place/Panamá,https://es.wikipedia.org/wiki/Panamá,https://commons.wikimedia.org/wiki/File:Panama_in_its_region.svg#/media/File:Panama_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Panama&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Panama&FORM=HDRSC4,26.0,1075.0,26.0,1475.0,37.0,1317.0,32.0,9.0,1276.0,1317.0,32.0
142,Papúa Nueva Guinea,Papua New Guinea,Papua New Guinea,Papua_New_Guinea,Papua New Guinea,Papua New Guinea,Papua New Guinea,Estado Soberanos,Papúa Nueva Guinea,Estado Independiente de Papúa Nueva Guinea,Monarquía constitucional,Puerto Moresby,Oceanía,https://www.google.com/maps/place/Papúa Nueva Guinea,https://es.wikipedia.org/wiki/Papúa Nueva Guinea,https://commons.wikimedia.org/wiki/File:Papua New Guinea_in_its_region.svg#/media/File:Papua New Guinea_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Papua New Guinea&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Papua New Guinea&FORM=HDRSC4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
143,Paraguay,Paraguay,Paraguay,Paraguay,Paraguay,Paraguay,Paraguay,Estado Soberanos,Paraguay,República del Paraguay,República presidencialista,Asunción,América,https://www.google.com/maps/place/Paraguay,https://es.wikipedia.org/wiki/Paraguay,https://commons.wikimedia.org/wiki/File:Paraguay_in_its_region.svg#/media/File:Paraguay_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Paraguay&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Paraguay&FORM=HDRSC4,3.0,65.0,3.0,77.0,3.0,77.0,3.0,2.0,72.0,77.0,3.0
144,Perú,Peru,Peru,Peru,Peru,Peru,Peru,Estado Soberanos,Perú,República del Perú,República presidencialista,Lima,América,https://www.google.com/maps/place/Perú,https://es.wikipedia.org/wiki/Perú,https://commons.wikimedia.org/wiki/File:Peru_in_its_region.svg#/media/File:Peru_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Peru&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Peru&FORM=HDRSC4,24.0,950.0,24.0,1414.0,55.0,1414.0,55.0,537.0,822.0,1323.0,47.0
145,Polonia,Poland,Poland,Poland,Poland,Poland,Poland,Estado Soberanos,Polonia,República de Polonia,República parlamentaria,Varsovia,Europa,https://www.google.com/maps/place/Polonia,https://es.wikipedia.org/wiki/Polonia,https://commons.wikimedia.org/wiki/File:Poland_in_its_region.svg#/media/File:Poland_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Poland&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Poland&FORM=HDRSC4,31.0,2055.0,31.0,2946.0,57.0,2946.0,57.0,56.0,2833.0,2692.0,52.0
146,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Estado Soberanos,Portugal,República Portuguesa,República semipresidencialista,Lisboa,Europa,https://www.google.com/maps/place/Portugal,https://es.wikipedia.org/wiki/Portugal,https://commons.wikimedia.org/wiki/File:Portugal_in_its_region.svg#/media/File:Portugal_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Portugal&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Portugal&FORM=HDRSC4,140.0,6408.0,140.0,9034.0,209.0,9034.0,209.0,68.0,8757.0,9085.0,229.0
147,Reino Unido,United Kingdom,UK,United_Kingdom,United Kingdom,United Kingdom,United Kingdom,Estado Soberanos,Reino Unido,Reino Unido de Gran Bretaña e Irlanda del Norte,Monarquía constitucional,Londres,Europa,https://www.google.com/maps/place/Reino Unido,https://es.wikipedia.org/wiki/Reino Unido,https://commons.wikimedia.org/wiki/File:United Kingdom_in_its_region.svg#/media/File:United Kingdom_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +United Kingdom&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +United Kingdom&FORM=HDRSC4,1408.0,22141.0,1408.0,33718.0,2921.0,34173.0,2926.0,192.0,31055.0,33718.0,2921.0
148,Ruanda,Rwanda,Rwanda,Rwanda,Rwanda,Rwanda,Rwanda,Estado Soberanos,Ruanda,República de Ruanda,República presidencialista,Kigali,África,https://www.google.com/maps/place/Ruanda,https://es.wikipedia.org/wiki/Ruanda,https://commons.wikimedia.org/wiki/File:Rwanda_in_its_region.svg#/media/File:Rwanda_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Rwanda&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Rwanda&FORM=HDRSC4,0.0,70.0,0.0,82.0,0.0,84.0,0.0,0.0,84.0,82.0,0.0
149,Rumania / Rumanía,Romania,Romania,Romania,Russia,Romania,Romania,Estado Soberanos,Rumania / Rumanía,Rumania,República semipresidencialista,Bucarest,Europa,https://www.google.com/maps/place/Rumania / Rumanía,https://es.wikipedia.org/wiki/Rumania / Rumanía,https://commons.wikimedia.org/wiki/File:Romania_in_its_region.svg#/media/File:Romania_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Romania&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Romania&FORM=HDRSC4,44.0,1952.0,44.0,3548.0,30.0,2738.0,115.0,267.0,2356.0,2737.0,94.0
150,Rusia,Russia,Russia,Russia,Rwanda,Russia,Russian Federation,Estado Soberanos,Rusia,Federación de Rusia,República semipresidencialista,Moscú,Europa-Asia,https://www.google.com/maps/place/Rusia,https://es.wikipedia.org/wiki/Rusia,https://commons.wikimedia.org/wiki/File:Russia_in_its_region.svg#/media/File:Russia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Russia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Russia&FORM=HDRSC4,10.0,1836.0,10.0,82.0,0.0,3548.0,30.0,235.0,3283.0,3518.0,28.0
151,Islas Salomón,Solomon Islands,Solomon Islands,Solomon Islands,Solomon Islands,Solomon Islands,Solomon Islands,Estado Soberanos,Islas Salomón,Islas Salomón,Monarquía constitucional,Honiara,Oceanía,https://www.google.com/maps/place/Islas Salomón,https://es.wikipedia.org/wiki/Islas Salomón,https://commons.wikimedia.org/wiki/File:Solomon Islands_in_its_region.svg#/media/File:Solomon Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Solomon Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Solomon Islands&FORM=HDRSC4,,,,,,,,,,0.0,0.0
152,Samoa,Samoa,Samoa,Samoa,Samoa,Samoa,Samoa,Estado Soberanos,Samoa,Estado Independiente de Samoa,Democracia parlamentaria,Apia,Oceanía,https://www.google.com/maps/place/Samoa,https://es.wikipedia.org/wiki/Samoa,https://commons.wikimedia.org/wiki/File:Samoa_in_its_region.svg#/media/File:Samoa_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Samoa&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Samoa&FORM=HDRSC4,,,,,,,,,,0.0,0.0
153,San Cristóbal y Nieves,Saint Kitts and Nevis,Saint Kitts and Nevis,Saint_Kitts_and_Nevis,Saint Kitts and Nevis,Saint Kitts and Nevis,Saint Kitts and Nevis,Estado Soberanos,San Cristóbal y Nieves,Federación de San Cristóbal y Nieves,Monarquía constitucional,Basseterre,América,https://www.google.com/maps/place/San Cristóbal y Nieves,https://es.wikipedia.org/wiki/San Cristóbal y Nieves,https://commons.wikimedia.org/wiki/File:Saint Kitts and Nevis_in_its_region.svg#/media/File:Saint Kitts and Nevis_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Kitts and Nevis&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Kitts and Nevis&FORM=HDRSC4,0.0,7.0,0.0,8.0,0.0,9.0,0.0,0.0,9.0,8.0,0.0
154,San Marino,San Marino,San Marino,San_Marino,San Marino,San Marino,San Marino,Estado Soberanos,San Marino,Serenísima República de San Marino,República parlamentaria,Ciudad de San Marino,Europa,https://www.google.com/maps/place/San Marino,https://es.wikipedia.org/wiki/San Marino,https://commons.wikimedia.org/wiki/File:San Marino_in_its_region.svg#/media/File:San Marino_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +San Marino&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +San Marino&FORM=HDRSC4,25.0,229.0,25.0,245.0,30.0,245.0,30.0,21.0,194.0,236.0,28.0
155,San Vicente y las Granadinas,Saint Vincent and the Grenadines,St. Vincent Grenadines,Saint_Vincent_and_the_Grenadines,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Estado Soberanos,San Vicente y las Granadinas,San Vicente y las Granadinas,Monarquía constitucional,Kingstown,América,https://www.google.com/maps/place/San Vicente y las Granadinas,https://es.wikipedia.org/wiki/San Vicente y las Granadinas,https://commons.wikimedia.org/wiki/File:Saint Vincent and the Grenadines_in_its_region.svg#/media/File:Saint Vincent and the Grenadines_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Vincent and the Grenadines&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Vincent and the Grenadines&FORM=HDRSC4,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0
156,Santa Lucía,Saint Lucia,Saint Lucia,Saint_Lucia,Saint Lucia,Saint Lucia,Saint Lucia,Estado Soberanos,Santa Lucía,Santa Lucía,Monarquía constitucional,Castries,América,https://www.google.com/maps/place/Santa Lucía,https://es.wikipedia.org/wiki/Santa Lucía,https://commons.wikimedia.org/wiki/File:Saint Lucia_in_its_region.svg#/media/File:Saint Lucia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Lucia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Lucia&FORM=HDRSC4,0.0,9.0,0.0,13.0,0.0,13.0,0.0,1.0,12.0,13.0,0.0
157,Santo Tomé y Príncipe,São Tomé and Príncipe,São Tomé and Príncipe,São Tomé and Príncipe,São Tomé and Príncipe,São Tomé and Príncipe,São Tomé and Príncipe,Estado Soberanos,Santo Tomé y Príncipe,República Democrática de Santo Tomé y Príncipe,República semipresidencialista,Santo Tomé,África,https://www.google.com/maps/place/Santo Tomé y Príncipe,https://es.wikipedia.org/wiki/Santo Tomé y Príncipe,https://commons.wikimedia.org/wiki/File:São Tomé and Príncipe_in_its_region.svg#/media/File:São Tomé and Príncipe_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +São Tomé and Príncipe&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +São Tomé and Príncipe&FORM=HDRSC4,,,,,,,,,,,
158,Senegal,Senegal,Senegal,Senegal,Senegal,Senegal,Senegal,Estado Soberanos,Senegal,República de Senegal,República semipresidencialista,Dakar,África,https://www.google.com/maps/place/Senegal,https://es.wikipedia.org/wiki/Senegal,https://commons.wikimedia.org/wiki/File:Senegal_in_its_region.svg#/media/File:Senegal_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Senegal&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Senegal&FORM=HDRSC4,0.0,162.0,0.0,195.0,1.0,195.0,1.0,55.0,139.0,195.0,1.0
159,Serbia,Serbia,Serbia,Serbia,Serbia,Serbia,Serbia,Estado Soberanos,Serbia,República de Serbia,República parlamentaria,Belgrado,Europa,https://www.google.com/maps/place/Serbia,https://es.wikipedia.org/wiki/Serbia,https://commons.wikimedia.org/wiki/File:Serbia_in_its_region.svg#/media/File:Serbia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Serbia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Serbia&FORM=HDRSC4,13.0,741.0,13.0,1171.0,31.0,1171.0,31.0,0.0,1140.0,1060.0,28.0
160,Seychelles,Seychelles,Seychelles,Seychelles,Seychelles,Seychelles,Seychelles,Estado Soberanos,Seychelles,República de las Seychelles,República presidencialista,Victoria,África,https://www.google.com/maps/place/Seychelles,https://es.wikipedia.org/wiki/Seychelles,https://commons.wikimedia.org/wiki/File:Seychelles_in_its_region.svg#/media/File:Seychelles_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Seychelles&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Seychelles&FORM=HDRSC4,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0
161,Sierra Leona,Sierra Leone,Sierra Leone,Sierra Leone,Sierra Leone,Sierra Leone,Sierra Leone,Estado Soberanos,Sierra Leona,República de Sierra Leona,República presidencialista,Freetown,África,https://www.google.com/maps/place/Sierra Leona,https://es.wikipedia.org/wiki/Sierra Leona,https://commons.wikimedia.org/wiki/File:Sierra Leone_in_its_region.svg#/media/File:Sierra Leone_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Sierra Leone&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Sierra Leone&FORM=HDRSC4,,,,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0
162,Singapur,Singapore,Singapore,Singapore,Singapore,Singapore,Singapore,Estado Soberanos,Singapur,República de Singapur,República parlamentaria,Ciudad de Singapur,Asia,https://www.google.com/maps/place/Singapur,https://es.wikipedia.org/wiki/Singapur,https://commons.wikimedia.org/wiki/File:Singapore_in_its_region.svg#/media/File:Singapore_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Singapore&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Singapore&FORM=HDRSC4,3.0,844.0,3.0,1049.0,5.0,1049.0,4.0,266.0,779.0,1000.0,4.0
163,Siria,Syria,Syria,Syria,Syria,Syria,Syria,Estado Soberanos,Siria,República Árabe Siria,República semipresidencialista,Damasco,Asia,https://www.google.com/maps/place/Siria,https://es.wikipedia.org/wiki/Siria,https://commons.wikimedia.org/wiki/File:Syria_in_its_region.svg#/media/File:Syria_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Syria&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Syria&FORM=HDRSC4,2.0,10.0,2.0,16.0,3.0,16.0,2.0,0.0,14.0,16.0,2.0
164,Somalia,Somalia,Somalia,Somalia,Somalia,Somalia,Somalia,Estado Soberanos,Somalia,República Federal de Somalia,República parlamentaria,Mogadiscio,África,https://www.google.com/maps/place/Somalia,https://es.wikipedia.org/wiki/Somalia,https://commons.wikimedia.org/wiki/File:Somalia_in_its_region.svg#/media/File:Somalia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Somalia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Somalia&FORM=HDRSC4,0.0,3.0,0.0,5.0,0.0,5.0,0.0,1.0,4.0,5.0,0.0
165,Sri Lanka,Sri Lanka,Sri Lanka,Sri_Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Estado Soberanos,Sri Lanka,República Democrática Socialista de Sri Lanka,República semipresidencialista,Sri Jayawardenepura / Kotte​,Asia,https://www.google.com/maps/place/Sri Lanka,https://es.wikipedia.org/wiki/Sri Lanka,https://commons.wikimedia.org/wiki/File:Sri Lanka_in_its_region.svg#/media/File:Sri Lanka_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Sri Lanka&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Sri Lanka&FORM=HDRSC4,1.0,120.0,1.0,148.0,3.0,151.0,4.0,21.0,126.0,151.0,4.0
166,Suazilandia / Esuatini,Eswatini,Eswatini,Eswatini,Swaziland,Eswatini,Eswatini,Estado Soberanos,Suazilandia / Esuatini,Reino de Suazilandia,Monarquía absoluta,Mbabane​,África,https://www.google.com/maps/place/Suazilandia / Esuatini,https://es.wikipedia.org/wiki/Suazilandia / Esuatini,https://commons.wikimedia.org/wiki/File:Eswatini_in_its_region.svg#/media/File:Eswatini_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Eswatini&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Eswatini&FORM=HDRSC4,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,9.0,,
167,Sudáfrica,South Africa,South Africa,South_Africa,South Africa,South Africa,South Africa,Estado Soberanos,Sudáfrica,República de Sudáfrica,República parlamentaria,"Pretoria (ejecutiva)
Bloemfontein (judicial)
Ciudad del Cabo(legislativa)",África,https://www.google.com/maps/place/Sudáfrica,https://es.wikipedia.org/wiki/Sudáfrica,https://commons.wikimedia.org/wiki/File:South Africa_in_its_region.svg#/media/File:South Africa_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +South Africa&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +South Africa&FORM=HDRSC4,3.0,1326.0,3.0,1462.0,5.0,1462.0,5.0,50.0,1407.0,1380.0,5.0
168,Sudán,Sudan,Sudan,Sudan,Sudan,Sudan,Sudan,Estado Soberanos,Sudán,República del Sudán,República presidencialista (bajo junta militar),Jartum,África,https://www.google.com/maps/place/Sudán,https://es.wikipedia.org/wiki/Sudán,https://commons.wikimedia.org/wiki/File:Sudan_in_its_region.svg#/media/File:Sudan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Sudan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Sudan&FORM=HDRSC4,2.0,6.0,2.0,7.0,2.0,8.0,2.0,2.0,4.0,8.0,2.0
169,Sudán del Sur,South Sudan,South Sudan,South_Sudan,South Sudan,South Sudan,South Sudan,Estado Soberanos,Sudán del Sur,República de Sudán del Sur,República presidencialista,Yuba,África,https://www.google.com/maps/place/Sudán del Sur,https://es.wikipedia.org/wiki/Sudán del Sur,https://commons.wikimedia.org/wiki/File:South Sudan_in_its_region.svg#/media/File:South Sudan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +South Sudan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +South Sudan&FORM=HDRSC4,0.0,1.0,0.0,,,,,,,0.0,0.0
170,Suecia,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Estado Soberanos,Suecia,Reino de Suecia,Monarquía parlamentaria,Estocolmo,Europa,https://www.google.com/maps/place/Suecia,https://es.wikipedia.org/wiki/Suecia,https://commons.wikimedia.org/wiki/File:Sweden_in_its_region.svg#/media/File:Sweden_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Sweden&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Sweden&FORM=HDRSC4,146.0,4028.0,146.0,5466.0,282.0,5568.0,308.0,103.0,5157.0,5547.0,282.0
171,Suiza,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Estado Soberanos,Suiza,Confederación Suiza,República parlamentaria,Berna,Europa,https://www.google.com/maps/place/Suiza,https://es.wikipedia.org/wiki/Suiza,https://commons.wikimedia.org/wiki/File:Switzerland_in_its_region.svg#/media/File:Switzerland_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Switzerland&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Switzerland&FORM=HDRSC4,295.0,15412.0,295.0,18844.0,536.0,18827.0,536.0,4013.0,14278.0,18827.0,541.0
172,Surinam,Suriname,Suriname,Suriname,Suriname,Suriname,Suriname,Estado Soberanos,Surinam,República de Surinam,República parlamentaria,Paramaribo,América,https://www.google.com/maps/place/Surinam,https://es.wikipedia.org/wiki/Surinam,https://commons.wikimedia.org/wiki/File:Suriname_in_its_region.svg#/media/File:Suriname_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Suriname&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Suriname&FORM=HDRSC4,0.0,8.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0
